ID_LOTE,ID_FINCA,PENDIENTE_RASTA,TERRENO_CIRCUN_RASTA,POSICION_PERFIL_RASTA,NO_CAPAS_RASTA,ESPESOR,COLOR_SECO,COLOR_HUMEDO,TEXTURA,RESIST_ROMPIMIENTO,PH_RASTA,CARBONATOS_RASTA,PROFUNDIDAD_CARBONATOS,PEDREG_SUPERF_PIEDRAS,PEDREG_SUPERF_ROCAS,PEDREG_PERFIL_PIEDRAS,PEDREG_PERFIL_ROCAS,HOR_PEDREG_ROCOSO_RASTA,HOR_PEDREG_ROCOSO_PROFUNDIDAD_RASTA,HOR_PEDREG_ROCOSO_ESPESOR_RASTA,PROFUND_PRIMERAS_ROCAS_PIEDRAS_RASTA (CM),CAP_ENDURE_RASTA,PROFUND_CAP_ENDURE_RASTA,ESPESOR_CAP_ENDURE_RASTA,MOTEADOS_RASTA,PROFUND_MOTEADOS_RASTA,MOTEADOS_MAS70cm _RASTA,ESTRUCTURA_RASTA,OBSERVA_EROSION_RASTA,OBSERVA_MOHO_RASTA,OBSERVA_COSTRAS_DURAS_RASTA,SITIO_EXPUESTO_SOL_RASTA,OBSERVA_COSTRAS_BLANCAS_RASTA,OBSERVA_COSTAS_NEGRAS_RASTA,REGION_SECA_ARIDA_RASTA,OBSERVA_RAICES_VIVAS_RASTA,PROFUND_RAICES_VIVAS_RASTA,OBSERVA_PLANTAS_PEQUENAS_RASTA,OBSERVA_HOJARASCA_MO_RASTA,SUELO_NEGRO_BLANDO_RASTA,CUCHILLO_PRIMER_HTE_RASTA,CERCA_RIOS_QUEBRADAS_RASTA,RECUBRIMIENTO_VEGETAL__SUELO_RASTA
1926,2151,9,ONDULADO,LADERA PLANA,2,"18,52","ND,ND","2,32","FL,FL","BLANDO,BLANDO",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,15,PLANTAS NORMALES,NO,NO,SI,NO,REGULAR
1929,2154,13,ONDULADO,LADERA PLANA,2,"10,61","ND,ND","3,32","FL,FL","BLANDO,BLANDO",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,28,POCO AFECTADAS,NO,NO,SI,NO,BUENO
1935,2160,6,ONDULADO,LADERA PLANA,2,"60,11","ND,ND","3,31","FL,FL","BLANDO,BLANDO",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,45,MUY AFECTADAS,NO,NO,SI,NO,REGULAR
1939,2164,12,ONDULADO,LADERA PLANA,2,"27,43","ND,ND","3,35","FL,FL","BLANDO,BLANDO",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,19,PLANTAS NORMALES,NO,NO,SI,NO,BUENO
1942,2167,23,ONDULADO,LADERA PLANA,2,"6,64","16,34","ND,ND","FL,L","BLANDO,BLANDO",4.5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,32,PLANTAS NORMALES,NO,NO,SI,NO,BUENO
1947,2172,26,ONDULADO,LADERA CONVEXA,2,"22,48","3,35","ND,ND","FL,FL","BLANDO,BLANDO",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,40,PLANTAS NORMALES,NO,NO,SI,NO,BUENO
1949,2174,22,ONDULADO,LADERA CONVEXA,2,"19,51","ND,ND","2,35","FL,FL","BLANDO,BLANDO",4.5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,38,PLANTAS NORMALES,NO,NO,SI,NO,BUENO
1952,2176,22,ONDULADO,LADERA PLANA,2,"12,58","ND,ND","2,32","F,FL","BLANDO,BLANDO",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,40,PLANTAS NORMALES,NO,NO,SI,NO,BUENO
2370,2430,46,ONDULADO Y MONTA‹OSO,LADERA CONCAVA,2,"60,10","ND,ND","1,1","F,FL","FRIABLE,FRIABLE",5.5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,60,NO HAY CULTIVO,SI,SI,SI,NO,MUY BUENO
2424,2469,46,ONDULADO Y MONTA‹OSO,LADERA CONCAVA,2,"25,45","ND,ND","16,24","A,ArA","FRIABLE,FRIABLE",5.5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,25,NO HAY CULTIVO,SI,NO,SI,NO,MUY BUENO
2918,2756,25,ONDULADO,LADERA CONCAVA,2,"35,25","ND,ND","4,19","FA,FAr","FRIABLE,FIRME",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,SI,55,SI,GRANULAR,NO,NO,NO HAY,LA MANANA,NO HAY,NO HAY,NO,SI,36,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2919,2757,18,ONDULADO Y MONTA‹OSO,LADERA CONCAVA,2,"35,35","ND,ND","5,18","F,F","FRIABLE,FRIABLE",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,70,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2920,2757,26,ONDULADO Y MONTA‹OSO,LADERA PLANA,2,"30,30","ND,ND","1,16","F,F","FRIABLE,FRIABLE",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,60,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2921,2757,25,ONDULADO Y MONTA‹OSO,LADERA PLANA,2,"15,45","ND,ND","2,19","FA,FAr","FRIABLE,FIRME",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA TARDE,NO HAY,NO HAY,NO,SI,60,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2922,2758,25,ONDULADO,PIE DE UNA ELEVACION,1,60,ND,31,FAr,FRIABLE,5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA,NO HAY,NO HAY,NO,SI,60,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2923,2758,20,ONDULADO Y MONTA‹OSO,LADERA CONCAVA,2,"25,35","ND,ND","18,1","F,F","FRIABLE,FIRME",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,60,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2924,2758,13,ONDULADO,LADERA CONCAVA,2,"30,40","ND,ND","2,19","F,F","FRIABLE,FRIABLE",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,70,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2926,2760,18,ONDULADO,LADERA PLANA,1,60,ND,16,F,FRIABLE,5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,60,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2927,2760,31,ONDULADO,LADERA PLANA,2,"35,35","ND,ND","3,28","F,F","FRIABLE,FRIABLE",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,70,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2930,2761,23,ONDULADO,PIE DE UNA ELEVACION,1,70,ND,6,F,FRIABLE,5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA,NO HAY,NO HAY,NO,SI,70,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2933,2764,31,ONDULADO,LADERA PLANA,1,60,ND,16,F,FRIABLE,5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,60,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2934,2764,22,ONDULADO,LADERA CONCAVA,1,70,ND,3,F,FRIABLE,5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,70,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2936,2765,24,ONDULADO Y MONTA‹OSO,LADERA CONVEXA,2,"70,0","ND,ND","1,28","FL,F","FRIABLE,FRIABLE",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,70,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2937,2765,18,ONDULADO,PIE DE UNA ELEVACION,2,"30,30","ND,ND","5,18","F,F","FRIABLE,FRIABLE",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,60,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2938,2766,20,ONDULADO Y MONTA‹OSO,LADERA PLANA,2,"37,23","ND,ND","3,28","FA,FL","FRIABLE,FIRME",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA TARDE,NO HAY,NO HAY,NO,SI,60,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2939,2766,20,ONDULADO,LADERA PLANA,2,"25,35","ND,ND","2,32","F,FL","FRIABLE,FRIABLE",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA TARDE,NO HAY,NO HAY,NO,SI,60,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2942,2769,16,ONDULADO Y MONTA‹OSO,LADERA CONVEXA,2,"30,30","ND,ND","3,18","FL,FL","FRIABLE,FRIABLE",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA TARDE,NO HAY,NO HAY,NO,SI,60,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2943,2769,26,ONDULADO,LADERA CONCAVA,1,60,ND,17,F,FRIABLE,5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA TARDE,NO HAY,NO HAY,NO,SI,60,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2944,2770,25,ONDULADO Y MONTA‹OSO,LADERA CONCAVA,1,70,ND,19,FL,FRIABLE,5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,70,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2945,2771,24,ONDULADO,PIE DE UNA ELEVACION,1,60,ND,28,FL,FIRME,5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,60,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2947,2772,16,ONDULADO Y MONTA‹OSO,LADERA PLANA,2,"30,30","ND,ND","3,18","F,FA","FRIABLE,FRIABLE",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,60,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2948,2773,22,ONDULADO,LADERA CONCAVA,1,60,ND,33,FL,FIRME,5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,60,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2949,2773,28,ONDULADO,PIE DE UNA ELEVACION,1,70,ND,3,F,FRIABLE,5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,70,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2950,2773,36,ONDULADO Y MONTA‹OSO,LADERA PLANA,1,70,ND,1,F,FRIABLE,5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,70,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2952,2775,21,ONDULADO,LADERA PLANA,2,"43,17","ND,ND","3,18","F,F","FRIABLE,FRIABLE",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,60,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2953,2776,12,ONDULADO,PLANO,2,"15,45","ND,ND","5,19","F,FL","FRIABLE,FRIABLE",6,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,70,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2954,2776,25,PLANO O LLANO,LADERA CONCAVA,2,"30,30","ND,ND","3,18","F,FL","FRIABLE,FRIABLE",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,70,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2957,2779,22,ONDULADO,LADERA PLANA,2,"30,30","ND,ND","5,18","F,FA","FRIABLE,FRIABLE",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,70,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2958,2779,21,ONDULADO,LADERA CONVEXA,2,"20,40","ND,ND","2,16","F,FA","FRIABLE,FRIABLE",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,60,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2959,2779,25,ONDULADO,LADERA CONCAVA,2,"30,30","ND,ND","1,34","F,FAr","FRIABLE,FRIABLE",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,60,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2961,2780,48.3,ONDULADO Y MONTA‹OSO,PIE DE UNA ELEVACION,2,"40,30","ND,ND","5,16","AF,FAr","FRIABLE,FIRME",6,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,50,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2962,2780,3.6,PLANO O LLANO,PLANO,2,"40,30","ND,ND","1,26","FAr,FL","FRIABLE,FIRME",6,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,46,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2971,2785,28,ONDULADO,LADERA PLANA,2,"20,40","ND,ND","8,32","F,FAr","FRIABLE,FIRME",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,50,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2991,2798,26,ONDULADO,LADERA CONVEXA,1,60,ND,3,FL,FRIABLE,5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,60,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
2995,2800,26,ONDULADO,LADERA CONCAVA,1,60,ND,17,F,FRIABLE,5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,60,PLANTAS NORMALES,NO,NO,SI,NO,MUY BUENO
3075,2822,29.5,ONDULADO,LADERA CONCAVA,2,"28,23","5,3","5,3","F,F","FRIABLE,FRIABLE",5.5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,ND,ND,ND,NA,NA,ND,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,38,PLANTAS NORMALES,SI,NO,SI,NO,MUY BUENO
3076,2823,38,ONDULADO,LADERA PLANA,2,"48,20","ND,ND","2,18","F,F","FRIABLE,FIRME",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,ND,ND,ND,NA,NA,ND,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,48,PLANTAS NORMALES,SI,NO,SI,NO,MUY BUENO
3092,2828,55,MONTA‹OSO,LADERA CONVEXA,2,"40,34","ND,ND","18,2","F,FL","FRIABLE,FIRME",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,ND,ND,NO,NA,NA,ND,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,41,PLANTAS NORMALES,SI,NO,SI,NO,MUY BUENO
3093,2829,40,ONDULADO,LADERA CONCAVA,2,"36,27","ND,ND","3,16","F,F","FRIABLE,FIRME",4.5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,ND,ND,NO,NA,NA,ND,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,52,PLANTAS NORMALES,SI,NO,SI,NO,MUY BUENO
3098,2831,48.3,MONTA‹OSO,LADERA CONVEXA,2,"12,35","ND,ND","16,18","FL,FL","BLANDO,BLANDO",4,NO TIENE,NA,PEDREGOSO,SIN ROCAS,MUY PEDREGOSO,ND,SI,12,35,12,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,21,POCO AFECTADAS,SI,NO,SI,NO,MUY BUENO
3117,2839,32,ONDULADO,CIMA,2,"35,35","ND,ND","6,18","F,F","FRIABLE,FIRME",4.5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,ND,ND,NO,NA,NA,ND,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,23,PLANTAS NORMALES,SI,NO,SI,NO,MUY BUENO
3325,3023,7,MONTA‹OSO,PIE DE UNA ELEVACION,2,"37,50","6,38","1,19","FL,L","FRIABLE,FRIABLE",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,58,PLANTAS NORMALES,SI,NO,SI,NO,BUENO
3506,3066,32,ONDULADO,LADERA CONCAVA,1,54,ND,16,"FL,ND","BLANDO,ND",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,SI,60,NO,LAMINAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,45,POCO AFECTADAS,NO,NO,NO,NO,MUY BUENO
3507,3067,13,ONDULADO,PLANO CON ONDULACIONES,1,53,ND,8,"FL,ND","BLANDO,ND,ND,ND,ND",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,LAMINAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,15,PLANTAS NORMALES ,SI,SI,SI,NO,BUENO
3511,3071,41,ONDULADO,LADERA CONCAVA,1,80,ND,34,"F,Ar","BLANDO,ND",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,8,POCO AFECTADAS,NO,NO,SI,NO,BUENO
3514,3074,49,ONDULADO,LADERA CONCAVA,1,60,ND,1,"FL,ND","FRIABLE,ND",5,NO TIENE,NA,SIN PIEDRAS,SIN ROCAS,SIN PIEDRAS,SIN ROCAS,NO,NA,NA,NA,NO,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,30,PLANTAS NORMALES ,NO,SI,SI,SI,MUY BUENO
